Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1
Date	Time	GPS1 Lat	Dir	Lon	Dir	SOG Knots	COG Deg. True	Lat Dec. Deg.	Lon Dec. Deg.	GPS2 Lat	Dir	Lon	Dir	SOG Knots	COG Deg. True	Lat Dec. Deg.	Lon Dec. Deg.	Gyro	Water Speed F/A Spd. Knots	P/S Spd. Knots	PIR w/m^2	PSP w/m^2	TUV w/m^2	Rain Gauge Cond. Code	Inst. Precip. mm/hr	Accum. Precip. mm	Depth Feet	Meters	Fathoms	Fluorometer Reading Volts	Gain	DisOrgMat Reading Volts	Gain	SBTemp Degrees C	POSMV Lat	Dir	Lon	Dir	SOG Knots	COG Degrees T	Lat Dec. Deg.	Lon Dec. Deg.	POSMV Heading Degrees T	RM Young Barometer mb	Stbd RM Young Winds Rel. Wind Spd. Knots	Rel. Wind Dir. Degrees	True Wind Spd. Knots	True Wind Dir. Degrees	Port RM Young Met Air Temp. Degrees C	Rel. Humid. %	Baro. Press. mb	MicroTSG1 Temperature Degrees C	 Conductivity Seimens	 Salinity PSU	Turner C3 Primary Chl-a	 C3 Primary PE	 C3 Primary CDOM	 C3 Primary Temp C	Turner C3 Secondary Chl-a	 C3 Secondary PE	 C3 Secondary CDOM	 C3 Secondary Temp C	
15 June 2023	16:28:08	 5 38.7822 	 N 	   53 20.6781 	 W 	 1.2 	 253.9 	 +  5.6464 	 - 53.3446 	  5 38.7844 	 N 	   53 20.6751 	 W 	 1.4 	 246.9 	 +  5.6464 	 - 53.3446 	 165.05	0.0	0.0	436.5	180.4	133.8		0.0	0.0	33.1	10.1	5.5	0.00000	30X	0.00000	30X	28.2033	 5 38.7844 	 N 	   53 20.6751 	 W 	 1.4 	 246.9 	 +  5.6464 	 - 53.3446 	 164.10	1013.82	10.0	264.0	11.2	68.8	27.1	80.0	1013.0	28.6178	5.3734	32.7868	381.64	104.72	28.76	28.37					
15 June 2023	16:33:08	 5 38.7536 	 N 	   53 20.7344 	 W 	 1.1 	 245.9 	 +  5.6459 	 - 53.3456 	  5 38.7508 	 N 	   53 20.7377 	 W 	 0.7 	 273.4 	 +  5.6458 	 - 53.3456 	 348.70	0.0	0.0	434.2	212.4	153.6		0.0	0.0	53.3	16.2	8.9	0.01484	30X	0.00000	30X	28.2213	 5 38.7508 	 N 	   53 20.7377 	 W 	 0.7 	 273.4 	 +  5.6458 	 - 53.3456 	 348.00	1013.82	13.0	86.0	14.2	73.2	27.2	79.0	1012.0	28.4514	5.4115	33.3145	380.28	108.04	23.52	28.25	209.88	42.16	20.68	28.46	
15 June 2023	16:38:08	 5 38.7208 	 N 	   53 20.8317 	 W 	 1.3 	 256.2 	 +  5.6453 	 - 53.3472 	  5 38.7171 	 N 	   53 20.8346 	 W 	 1.3 	 311.0 	 +  5.6453 	 - 53.3472 	 337.56	0.0	0.0	432.8	233.5	165.2		0.0	0.0	32.2	9.8	5.4	0.01039	30X	0.00000	30X	28.3630	 5 38.7171 	 N 	   53 20.8346 	 W 	 1.3 	 311.0 	 +  5.6453 	 - 53.3472 	 336.30	1013.64	11.0	89.0	12.3	66.4	27.4	79.0	1012.0	28.6390	5.3755	32.8263	359.80	104.80	23.92	28.41	207.12	46.52	18.72	28.61	
15 June 2023	16:43:08	 5 38.7793 	 N 	   53 20.6365 	 W 	 3.2 	 78.8 	 +  5.6463 	 - 53.3439 	  5 38.7826 	 N 	   53 20.6377 	 W 	 3.9 	 69.9 	 +  5.6464 	 - 53.3440 	 78.46	0.0	0.0	432.0	270.2	190.0		0.0	0.0	21.0	6.4	3.5	0.00000	30X	0.00000	30X	28.2359	 5 38.7826 	 N 	   53 20.6377 	 W 	 3.9 	 69.9 	 +  5.6464 	 - 53.3440 	 77.40	1013.64	16.0	343.0	13.0	55.9	26.9	81.0	1012.0	28.5664	5.3759	32.8478	260.56	92.72	22.36	28.33	144.68	44.20	18.96	28.51	
15 June 2023	16:48:08	 5 38.8338 	 N 	   53 20.3673 	 W 	 3.2 	 79.0 	 +  5.6472 	 - 53.3395 	  5 38.8365 	 N 	   53 20.3671 	 W 	 3.7 	 70.7 	 +  5.6473 	 - 53.3395 	 78.31	0.0	0.0	437.4	224.6	157.6		0.0	0.0	23.6	7.2	3.9	0.00000	30X	0.00000	30X	28.1038	 5 38.8365 	 N 	   53 20.3671 	 W 	 3.7 	 70.7 	 +  5.6473 	 - 53.3395 	 77.60	1013.64	16.0	326.0	13.5	35.8	26.6	84.0	1012.0	28.3985	5.4303	33.3841	254.24	94.56	22.36	28.18	144.52	43.32	22.20	28.36	
15 June 2023	16:53:08	 5 38.8807 	 N 	   53 20.1027 	 W 	 3.0 	 81.8 	 +  5.6480 	 - 53.3350 	  5 38.8840 	 N 	   53 20.1038 	 W 	 3.0 	 79.3 	 +  5.6481 	 - 53.3351 	 78.88	0.0	0.0	434.8	247.1	174.9		0.0	0.0	25.6	7.8	4.3	0.00000	30X	0.00000	30X	28.0976	 5 38.8840 	 N 	   53 20.1038 	 W 	 3.0 	 79.3 	 +  5.6481 	 - 53.3351 	 78.20	1013.64	18.0	342.0	15.3	56.0	26.5	85.0	1012.0	28.3915	5.4401	33.4487									
15 June 2023	16:58:09	 5 38.9183 	 N 	   53 19.8501 	 W 	 3.1 	 81.2 	 +  5.6486 	 - 53.3308 	  5 38.9210 	 N 	   53 19.8510 	 W 	 3.3 	 84.3 	 +  5.6487 	 - 53.3309 	 79.01	0.0	0.0	424.6	324.7	219.8		0.0	0.0	21.7	6.6	3.6	0.00000	30X	0.00000	30X	28.1295	 5 38.9210 	 N 	   53 19.8510 	 W 	 3.3 	 84.3 	 +  5.6487 	 - 53.3309 	 78.30	1013.04	18.0	339.0	15.2	52.4	26.4	86.0	1012.0	28.4128	5.4492	33.5059					124.12	41.92	17.20	28.39	
15 June 2023	17:03:09	 5 38.9605 	 N 	   53 19.5992 	 W 	 3.0 	 81.2 	 +  5.6493 	 - 53.3267 	  5 38.9635 	 N 	   53 19.6012 	 W 	 3.1 	 81.0 	 +  5.6494 	 - 53.3267 	 78.50	0.0	0.0	420.2	349.5	231.9		0.0	0.0	23.4	7.1	3.9	0.00000	30X	0.00000	30X	28.1600	 5 38.9635 	 N 	   53 19.6012 	 W 	 3.1 	 81.0 	 +  5.6494 	 - 53.3267 	 78.00	1013.04	18.0	340.0	15.2	54.8	26.2	85.0	1012.0	28.4654	5.4486	33.4465	207.44	86.72	22.88	28.24					
15 June 2023	17:08:09	 5 39.0042 	 N 	   53 19.3459 	 W 	 3.1 	 79.7 	 +  5.6501 	 - 53.3224 	  5 39.0083 	 N 	   53 19.3468 	 W 	 2.7 	 87.9 	 +  5.6501 	 - 53.3224 	 79.29	0.0	0.0	421.1	352.9	230.0		0.0	0.0	23.4	7.1	3.9	0.00000	30X	0.00000	30X	28.1219	 5 39.0083 	 N 	   53 19.3468 	 W 	 2.7 	 87.9 	 +  5.6501 	 - 53.3224 	 78.70	1013.02	18.0	343.0	15.1	58.1	26.2	86.0	1012.0	28.4380	5.4734	33.6289	219.96	82.28	20.48	28.21	114.20	41.24	15.44	28.40	
15 June 2023	17:13:09	 5 39.1105 	 N 	   53 19.4254 	 W 	 5.2 	 274.2 	 +  5.6518 	 - 53.3238 	  5 39.1073 	 N 	   53 19.4237 	 W 	 4.9 	 280.3 	 +  5.6518 	 - 53.3237 	 277.75	0.0	0.0	424.8	321.0	212.2		0.0	0.0	24.3	7.4	4.0	0.00000	30X	0.00000	30X	28.1270	 5 39.1073 	 N 	   53 19.4237 	 W 	 4.9 	 280.3 	 +  5.6518 	 - 53.3237 	 276.80	1012.98	11.0	126.0	14.8	58.7	26.6	86.0	1012.0	28.4208	5.4920	33.7902					117.72	38.88	18.16	28.39	
15 June 2023	17:18:09	 5 39.0773 	 N 	   53 19.8678 	 W 	 5.3 	 267.0 	 +  5.6513 	 - 53.3311 	  5 39.0739 	 N 	   53 19.8667 	 W 	 5.9 	 258.4 	 +  5.6512 	 - 53.3311 	 270.49	0.0	0.0	420.2	312.5	209.1		0.0	0.0	37.7	11.5	6.3	0.00000	30X	0.00000	30X	28.1388	 5 39.0739 	 N 	   53 19.8667 	 W 	 5.9 	 258.4 	 +  5.6512 	 - 53.3311 	 269.90	1012.98	10.0	125.0	13.9	52.5	26.8	85.0	1012.0	28.4358	5.4686	33.6172	200.08	84.84	14.36	28.21					
15 June 2023	17:23:09	 5 39.0447 	 N 	   53 20.3148 	 W 	 5.2 	 265.2 	 +  5.6507 	 - 53.3386 	  5 39.0417 	 N 	   53 20.3144 	 W 	 5.7 	 265.2 	 +  5.6507 	 - 53.3386 	 269.24	0.0	0.0	432.4	259.8	175.3		0.0	0.0	21.7	6.6	3.6	0.00000	30X	0.00000	30X	28.1200	 5 39.0417 	 N 	   53 20.3144 	 W 	 5.7 	 265.2 	 +  5.6507 	 - 53.3386 	 268.40	1013.05	11.0	139.0	15.4	58.6	27.4	85.0	1012.0	28.4216	5.4622	33.5803									
15 June 2023	17:28:09	 5 38.8479 	 N 	   53 20.5921 	 W 	 4.0 	 218.5 	 +  5.6475 	 - 53.3432 	  5 38.8465 	 N 	   53 20.5902 	 W 	 3.3 	 220.2 	 +  5.6474 	 - 53.3432 	 209.61	0.0	0.0	438.3	182.8	130.0		0.0	0.0	23.1	7.0	3.9	0.00000	30X	0.00000	30X	28.0412	 5 38.8465 	 N 	   53 20.5902 	 W 	 3.3 	 220.2 	 +  5.6474 	 - 53.3432 	 208.80	1013.05	11.0	215.0	14.7	57.0	26.5	84.0	1012.0	28.3454	5.4677	33.6731	256.44	90.48	17.60	28.12	123.96	40.28	16.40	28.31	
15 June 2023	17:33:09	 5 38.5437 	 N 	   53 20.6813 	 W 	 4.3 	 169.5 	 +  5.6424 	 - 53.3447 	  5 38.5454 	 N 	   53 20.6784 	 W 	 4.6 	 172.4 	 +  5.6424 	 - 53.3446 	 158.73	0.0	0.0	422.6	242.9	169.5		0.0	0.0	19.0	5.8	3.2	0.00000	30X	0.00000	30X	28.0117	 5 38.5454 	 N 	   53 20.6784 	 W 	 4.6 	 172.4 	 +  5.6424 	 - 53.3446 	 157.90	1012.80	14.0	277.0	15.0	58.3	26.4	85.0	1011.0	28.3206	5.4709	33.6959	229.20	85.48	17.92	28.10					
15 June 2023	17:38:09	 5 38.1793 	 N 	   53 20.6195 	 W 	 4.5 	 171.5 	 +  5.6363 	 - 53.3437 	  5 38.1807 	 N 	   53 20.6152 	 W 	 4.2 	 171.0 	 +  5.6363 	 - 53.3436 	 160.08	0.0	0.0	420.8	233.3	163.0		0.0	0.0	16.5	5.0	2.8	0.01944	30X	0.00000	30X	27.9271	 5 38.1807 	 N 	   53 20.6152 	 W 	 4.2 	 171.0 	 +  5.6363 	 - 53.3436 	 159.30	1012.58	13.0	280.0	14.0	59.9	26.5	86.0	1011.0	28.2360	5.4984	33.9545	252.56	89.76	21.04	28.02	137.32	40.72	13.64	28.20	
15 June 2023	17:43:09	 5 38.0696 	 N 	   53 20.4252 	 W 	 3.3 	 74.5 	 +  5.6345 	 - 53.3404 	  5 38.0724 	 N 	   53 20.4272 	 W 	 3.1 	 80.1 	 +  5.6345 	 - 53.3405 	 75.08	0.0	0.0	424.0	217.6	151.8		0.0	0.0	18.5	5.6	3.1	0.00175	30X	0.00000	30X	27.8972	 5 38.0724 	 N 	   53 20.4272 	 W 	 3.1 	 80.1 	 +  5.6345 	 - 53.3405 	 74.50	1012.58	18.0	354.0	14.7	67.2	26.5	86.0	1011.0	28.1858	5.5172	34.1350	277.60	97.32	22.60	27.97					
15 June 2023	17:48:09	 5 38.1458 	 N 	   53 20.1633 	 W 	 3.3 	 72.7 	 +  5.6358 	 - 53.3361 	  5 38.1483 	 N 	   53 20.1656 	 W 	 3.4 	 70.7 	 +  5.6358 	 - 53.3361 	 75.24	0.0	0.0	420.1	227.6	158.3		0.0	0.0	18.5	5.6	3.1	0.00000	30X	0.00000	30X	27.9267	 5 38.1483 	 N 	   53 20.1656 	 W 	 3.4 	 70.7 	 +  5.6358 	 - 53.3361 	 74.20	1012.21	18.0	353.0	14.7	66.0	26.4	85.0	1011.0	28.2182	5.5123	34.0743	268.32	103.36	21.20	28.01	164.84	40.04	14.60	28.19	
15 June 2023	17:53:09	 5 38.2269 	 N 	   53 19.8959 	 W 	 3.3 	 72.7 	 +  5.6371 	 - 53.3316 	  5 38.2295 	 N 	   53 19.8975 	 W 	 3.1 	 78.6 	 +  5.6372 	 - 53.3316 	 75.19	0.0	0.0	420.4	239.4	164.5		0.0	0.0	18.4	5.6	3.1	0.00000	30X	0.00000	30X	27.8999	 5 38.2295 	 N 	   53 19.8975 	 W 	 3.1 	 78.6 	 +  5.6372 	 - 53.3316 	 74.60	1012.21	15.0	0.0	11.7	75.1	26.5	85.0	1011.0	28.2012	5.5243	34.1608					161.00	42.04	17.68	28.16	
15 June 2023	17:58:09	 5 38.3118 	 N 	   53 19.6226 	 W 	 3.5 	 72.8 	 +  5.6385 	 - 53.3270 	  5 38.3146 	 N 	   53 19.6244 	 W 	 3.7 	 70.5 	 +  5.6386 	 - 53.3271 	 74.38	0.0	0.0	419.1	252.5	171.2		0.0	0.0	17.8	5.4	3.0	0.00000	30X	0.00000	30X	27.9785	 5 38.3146 	 N 	   53 19.6244 	 W 	 3.7 	 70.5 	 +  5.6386 	 - 53.3271 	 73.60	1012.08	16.0	350.0	12.6	61.0	26.3	85.0	1011.0	28.2581	5.5272	34.1508	269.60	101.48	15.48	28.04	151.24	40.44	12.20	28.23	
15 June 2023	18:03:09	 5 38.4093 	 N 	   53 19.3520 	 W 	 3.5 	 64.0 	 +  5.6402 	 - 53.3225 	  5 38.4109 	 N 	   53 19.3542 	 W 	 3.6 	 63.7 	 +  5.6402 	 - 53.3226 	 69.25	0.0	0.0	418.6	269.4	179.2		0.0	0.0	18.8	5.7	3.1	0.00000	30X	0.00000	30X	28.0402	 5 38.4109 	 N 	   53 19.3542 	 W 	 3.6 	 63.7 	 +  5.6402 	 - 53.3226 	 68.40	1012.08	16.0	8.0	12.6	79.8	26.6	85.0	1011.0	28.3332	5.5107	33.9942	228.52	97.20	21.80	28.11	131.60	42.00	15.96	28.30	
15 June 2023	18:08:09	 5 38.5361 	 N 	   53 19.1883 	 W 	 4.9 	 243.3 	 +  5.6423 	 - 53.3198 	  5 38.5332 	 N 	   53 19.1879 	 W 	 5.2 	 237.7 	 +  5.6422 	 - 53.3198 	 231.88	0.0	0.0	420.3	282.3	185.7		0.0	0.0	19.3	5.9	3.2	0.00000	30X	0.00000	30X	28.0975	 5 38.5332 	 N 	   53 19.1879 	 W 	 5.2 	 237.7 	 +  5.6422 	 - 53.3198 	 231.30	1012.08	7.0	219.0	11.6	79.8	26.7	86.0	1011.0	28.3911	5.4969	33.8466	247.60	90.56	17.28	28.17					
15 June 2023	18:13:09	 5 38.0264 	 N 	   53 19.7186 	 W 	 8.4 	 219.1 	 +  5.6338 	 - 53.3286 	  5 38.0243 	 N 	   53 19.7161 	 W 	 8.9 	 219.0 	 +  5.6337 	 - 53.3286 	 215.97	0.0	0.0	420.0	287.8	188.8		0.0	0.0	29.3	8.9	4.9	0.00000	30X	0.00000	30X	27.9626	 5 38.0243 	 N 	   53 19.7161 	 W 	 8.9 	 219.0 	 +  5.6337 	 - 53.3286 	 215.30	1012.08	6.0	265.0	11.0	71.6	26.3	84.0	1011.0	28.2788	5.5335	34.1669					140.48	40.76	18.56	28.24	
15 June 2023	18:18:09	 5 37.8068 	 N 	   53 20.0292 	 W 	 1.6 	 250.3 	 +  5.6301 	 - 53.3338 	  5 37.8052 	 N 	   53 20.0263 	 W 	 1.5 	 246.8 	 +  5.6301 	 - 53.3338 	 232.02	0.0	0.0	420.4	295.7	191.8		0.0	0.0	16.0	4.9	2.7	0.00000	30X	0.00000	30X	27.7377	 5 37.8052 	 N 	   53 20.0263 	 W 	 1.5 	 246.8 	 +  5.6301 	 - 53.3338 	 231.70	1012.08	12.0	209.0	13.6	79.5	27.4	83.0	1011.0	28.0523	5.5666	34.5768	260.84	103.12	18.16	27.84	149.76	44.16	10.68	28.02	
15 June 2023	18:23:09	 5 37.7673 	 N 	   53 20.1196 	 W 	 1.2 	 195.7 	 +  5.6295 	 - 53.3353 	  5 37.7704 	 N 	   53 20.1187 	 W 	 1.2 	 174.3 	 +  5.6295 	 - 53.3353 	 125.33	0.0	0.0	420.5	300.8	192.7		0.0	0.0	6.5	2.0	1.1	0.01468	30X	0.00000	30X	27.7049	 5 37.7704 	 N 	   53 20.1187 	 W 	 1.2 	 174.3 	 +  5.6295 	 - 53.3353 	 124.90	1012.10	0.0	0.0	0.0	0.0	26.6	83.0	1011.0	28.0001	5.5743	34.6748	304.00	99.08	16.04	27.79					
15 June 2023	18:28:09	 5 38.0190 	 N 	   53 20.0559 	 W 	 4.0 	 356.4 	 +  5.6336 	 - 53.3343 	  5 38.0178 	 N 	   53 20.0585 	 W 	 4.2 	 356.4 	 +  5.6336 	 - 53.3343 	 12.38	0.0	0.0	418.4	311.3	195.3		0.0	0.0	22.9	7.0	3.8	0.00000	30X	0.00000	30X	27.9254	 5 38.0178 	 N 	   53 20.0585 	 W 	 4.2 	 356.4 	 +  5.6336 	 - 53.3343 	 11.60	1012.10	13.0	53.0	12.1	82.5	26.4	82.0	1011.0	28.1911	5.5513	34.3730	245.64	94.44	17.52	27.97	141.84	40.80	14.36	28.17	
15 June 2023	18:33:09	 5 38.3501 	 N 	   53 20.1366 	 W 	 3.6 	 2.1 	 +  5.6392 	 - 53.3356 	  5 38.3503 	 N 	   53 20.1385 	 W 	 3.4 	 5.1 	 +  5.6392 	 - 53.3356 	 23.82	0.0	0.0	417.5	327.5	198.9		0.0	0.0	25.4	7.8	4.2	0.00000	30X	0.00000	30X	27.9972	 5 38.3503 	 N 	   53 20.1385 	 W 	 3.4 	 5.1 	 +  5.6392 	 - 53.3356 	 22.70	1011.86	11.0	41.0	9.8	82.5	26.4	83.0	1011.0	28.2677	5.5377	34.2220									
15 June 2023	18:38:09	 5 38.6337 	 N 	   53 20.0519 	 W 	 3.4 	 16.8 	 +  5.6439 	 - 53.3342 	  5 38.6342 	 N 	   53 20.0546 	 W 	 3.0 	 13.8 	 +  5.6439 	 - 53.3342 	 32.57	0.0	0.0	416.2	436.1	229.1		0.0	0.0	23.7	7.2	3.9	0.01182	30X	0.00000	30X	28.0858	 5 38.6342 	 N 	   53 20.0546 	 W 	 3.0 	 13.8 	 +  5.6439 	 - 53.3342 	 31.80	1011.84	13.0	40.0	11.3	86.3	26.7	82.0	1011.0	28.3597	5.5207	34.0259	215.56	90.76	18.08	28.14					
15 June 2023	18:43:09	 5 38.8017 	 N 	   53 20.1002 	 W 	 1.5 	 238.1 	 +  5.6467 	 - 53.3350 	  5 38.8011 	 N 	   53 20.0969 	 W 	 1.2 	 251.9 	 +  5.6467 	 - 53.3349 	 206.69	0.0	0.0	418.3	252.0	164.3		0.0	0.0	29.4	8.9	4.9	0.01714	30X	0.00000	30X	28.1160	 5 38.8011 	 N 	   53 20.0969 	 W 	 1.2 	 251.9 	 +  5.6467 	 - 53.3349 	 206.30	1011.84	10.0	238.0	11.4	80.9	26.5	81.0	1011.0	28.4083	5.5090	33.9028					122.00	40.56	16.04	28.37	
15 June 2023	18:48:09	 5 38.7712 	 N 	   53 20.2270 	 W 	 4.9 	 284.5 	 +  5.6462 	 - 53.3371 	  5 38.7672 	 N 	   53 20.2260 	 W 	 5.3 	 291.3 	 +  5.6461 	 - 53.3371 	 294.19	0.0	0.0	418.9	220.3	149.2		0.0	0.0	29.0	8.8	4.8	0.00690	30X	0.00000	30X	27.9722	 5 38.7672 	 N 	   53 20.2260 	 W 	 5.3 	 291.3 	 +  5.6461 	 - 53.3371 	 293.40	1011.75	6.0	110.0	9.1	69.6	26.7	80.0	1011.0	28.0325	5.5911	34.7468	216.48	92.36	16.68	27.86	128.48	44.16	15.04	28.08	
15 June 2023	18:53:09	 5 38.6779 	 N 	   53 20.4203 	 W 	 0.9 	 204.0 	 +  5.6446 	 - 53.3403 	  5 38.6808 	 N 	   53 20.4186 	 W 	 1.1 	 198.0 	 +  5.6447 	 - 53.3403 	 134.81	0.0	0.0	418.5	210.1	144.5		0.0	0.0	34.4	10.5	5.7	0.00000	30X	0.00000	30X	28.0844	 5 38.6808 	 N 	   53 20.4186 	 W 	 1.1 	 198.0 	 +  5.6447 	 - 53.3403 	 134.30	1011.68	7.0	302.0	7.6	71.1	26.3	79.0	1011.0	28.3834	5.5205	34.0073	224.12	91.64	18.20	28.16	139.80	40.76	13.08	28.36	
15 June 2023	18:58:09	 5 39.1568 	 N 	   53 20.3032 	 W 	 7.6 	 10.0 	 +  5.6526 	 - 53.3384 	  5 39.1561 	 N 	   53 20.3072 	 W 	 7.3 	 7.2 	 +  5.6526 	 - 53.3385 	 18.70	0.0	0.0	418.5	208.2	142.4		0.0	0.0	26.8	8.2	4.5	0.00000	30X	0.00000	30X	28.1215	 5 39.1561 	 N 	   53 20.3072 	 W 	 7.3 	 7.2 	 +  5.6526 	 - 53.3385 	 17.50	1011.68	11.0	34.0	7.3	95.0	26.4	80.0	1010.0	28.4065	5.5086	33.9166	213.00	88.88	13.92	28.18					
15 June 2023	19:03:09	 5 39.7892 	 N 	   53 20.1955 	 W 	 7.8 	 9.4 	 +  5.6632 	 - 53.3366 	  5 39.7873 	 N 	   53 20.2004 	 W 	 7.7 	 11.1 	 +  5.6631 	 - 53.3367 	 19.17	0.0	0.0	418.0	216.1	145.4		0.0	0.0	7.1	2.2	1.2	0.00000	30X	0.00000	30X	28.2528	 5 39.7873 	 N 	   53 20.2004 	 W 	 7.7 	 11.1 	 +  5.6631 	 - 53.3367 	 18.40	1011.68	12.0	29.0	7.6	86.8	26.5	81.0	1010.0	28.5208	5.4724	33.5966									
15 June 2023	19:08:09	 5 40.4237 	 N 	   53 20.0832 	 W 	 7.6 	 10.4 	 +  5.6737 	 - 53.3347 	  5 40.4242 	 N 	   53 20.0877 	 W 	 7.1 	 6.3 	 +  5.6737 	 - 53.3348 	 21.16	0.0	0.0	417.8	247.8	155.6		0.0	0.0	32.1	9.8	5.4	0.00000	30X	0.00000	30X	28.2923	 5 40.4242 	 N 	   53 20.0877 	 W 	 7.1 	 6.3 	 +  5.6737 	 - 53.3348 	 20.00	1011.40	12.0	39.0	8.9	98.1	26.5	82.0	1010.0	28.5727	5.4612	33.4766					161.72	41.04	16.76	28.53	
15 June 2023	19:13:09	 5 41.0567 	 N 	   53 19.9544 	 W 	 7.7 	 11.4 	 +  5.6843 	 - 53.3326 	  5 41.0563 	 N 	   53 19.9596 	 W 	 7.4 	 11.6 	 +  5.6843 	 - 53.3327 	 22.00	0.0	0.0	418.4	286.3	165.3		0.0	0.0	7.2	2.2	1.2	0.00000	30X	0.00000	30X	28.1828	 5 41.0563 	 N 	   53 19.9596 	 W 	 7.4 	 11.6 	 +  5.6843 	 - 53.3327 	 21.00	1011.40	12.0	34.0	8.3	94.5	26.7	81.0	1010.0	28.4839	5.4650	33.5513					143.44	43.24	15.00	28.46	
15 June 2023	19:18:09	 5 41.6936 	 N 	   53 19.8304 	 W 	 7.6 	 10.6 	 +  5.6949 	 - 53.3305 	  5 41.6940 	 N 	   53 19.8332 	 W 	 7.0 	 8.0 	 +  5.6949 	 - 53.3306 	 22.16	0.0	0.0	419.3	255.4	153.9		0.0	0.0	38.8	11.8	6.5	0.00000	30X	0.00000	30X	28.1657	 5 41.6940 	 N 	   53 19.8332 	 W 	 7.0 	 8.0 	 +  5.6949 	 - 53.3306 	 20.50	1011.34	14.0	40.0	10.8	93.1	26.8	80.0	1010.0	28.4663	5.4735	33.6121	194.52	87.76	21.72	28.24					
15 June 2023	19:23:09	 5 42.3374 	 N 	   53 19.7056 	 W 	 7.8 	 10.1 	 +  5.7056 	 - 53.3284 	  5 42.3392 	 N 	   53 19.7093 	 W 	 8.3 	 12.0 	 +  5.7057 	 - 53.3285 	 22.29	0.0	0.0	420.1	244.2	145.2		0.0	0.0	40.4	12.3	6.7	0.00000	30X	0.00000	30X	28.1470	 5 42.3392 	 N 	   53 19.7093 	 W 	 8.3 	 12.0 	 +  5.7057 	 - 53.3285 	 21.20	1011.24	14.0	44.0	11.4	98.1	26.8	79.0	1010.0	28.4475	5.4932	33.7643	183.48	78.68	18.48	28.22	117.88	38.80	17.28	28.41	
15 June 2023	19:28:09	 5 42.9841 	 N 	   53 19.5745 	 W 	 7.9 	 13.8 	 +  5.7164 	 - 53.3262 	  5 42.9851 	 N 	   53 19.5761 	 W 	 7.8 	 14.5 	 +  5.7164 	 - 53.3263 	 24.97	0.0	0.0	421.3	227.1	133.8		0.0	0.0	51.5	15.7	8.6	0.00000	30X	0.00000	30X	28.0708	 5 42.9851 	 N 	   53 19.5761 	 W 	 7.8 	 14.5 	 +  5.7164 	 - 53.3263 	 24.10	1011.21	13.0	40.0	10.0	101.5	26.9	80.0	1010.0	28.3825	5.5256	34.0317					116.76	39.80	18.32	28.34	
15 June 2023	19:33:09	 5 43.6116 	 N 	   53 19.3923 	 W 	 7.7 	 19.0 	 +  5.7269 	 - 53.3232 	  5 43.6128 	 N 	   53 19.3951 	 W 	 7.9 	 19.9 	 +  5.7269 	 - 53.3233 	 30.44	0.0	0.0	421.6	203.7	120.6		0.0	0.0	6.5	2.0	1.1	0.02420	30X	0.00000	30X	28.0319	 5 43.6128 	 N 	   53 19.3951 	 W 	 7.9 	 19.9 	 +  5.7269 	 - 53.3233 	 29.50	1011.27	16.0	36.0	12.1	93.1	26.9	79.0	1010.0	28.3318	5.5659	34.3416	203.00	89.04	14.96	28.11					
15 June 2023	19:38:09	 5 44.1138 	 N 	   53 19.2377 	 W 	 2.2 	 10.0 	 +  5.7352 	 - 53.3206 	  5 44.1160 	 N 	   53 19.2420 	 W 	 2.6 	 27.1 	 +  5.7353 	 - 53.3207 	 51.60	0.0	0.0	421.9	202.9	114.2		0.0	0.0	53.6	16.3	8.9	0.00000	30X	0.00000	30X	28.0034	 5 44.1160 	 N 	   53 19.2420 	 W 	 2.6 	 27.1 	 +  5.7353 	 - 53.3207 	 50.50	1011.30	11.0	36.0	10.7	97.1	26.8	78.0	1010.0	28.3038	5.5834	34.5018					120.24	38.00	13.32	28.26	
15 June 2023	19:43:09	 5 44.2928 	 N 	   53 19.1873 	 W 	 2.2 	 14.4 	 +  5.7382 	 - 53.3198 	  5 44.2950 	 N 	   53 19.1906 	 W 	 2.5 	 25.2 	 +  5.7382 	 - 53.3198 	 50.43	0.0	0.0	422.2	188.4	107.4		0.0	0.0	57.1	17.4	9.5	0.00000	30X	0.00000	30X	27.9867	 5 44.2950 	 N 	   53 19.1906 	 W 	 2.5 	 25.2 	 +  5.7382 	 - 53.3198 	 49.40	1011.30	13.0	32.0	12.3	90.9	27.0	79.0	1010.0	28.2853	5.5899	34.5629	184.28	87.84	16.48	28.07					
15 June 2023	19:48:09	 5 44.4783 	 N 	   53 19.1344 	 W 	 2.2 	 13.4 	 +  5.7413 	 - 53.3189 	  5 44.4802 	 N 	   53 19.1374 	 W 	 2.2 	 8.4 	 +  5.7413 	 - 53.3190 	 50.01	0.0	0.0	421.5	153.7	97.8		0.0	0.0	51.5	15.7	8.6	0.00000	30X	0.00000	30X	27.9742	 5 44.4802 	 N 	   53 19.1374 	 W 	 2.2 	 8.4 	 +  5.7413 	 - 53.3190 	 48.90	1011.56	14.0	30.0	13.2	87.6	26.8	79.0	1010.0	28.2695	5.5988	34.6363	194.44	88.76	14.24	28.05	123.36	38.16	8.24	28.23	
