,Sample ID,d15N,N%(N),umols N (N),d15N (C),d13C,N%,C%,C:N (mass),umols N,umols C,_merge
63,WS23-139-18MC-3 2.5-5cm,5.431562117240003,0.1267815483700759,3.777293797655488,5.245058781058901,-23.06644344932453,0.14086480449529193,0.9245734727997933,6.563552025024781,1.6622248022242445,12.726934764634624,both
64,WS23-139-18MC-3 17.5-20cm,5.223697333866092,0.10022370343130488,2.932240813665778,5.065322908244832,-23.329921645312055,0.10798191434843972,0.6701828368276785,6.206435965425744,1.3337808906493571,9.656547869527873,both
65,WS23-139-16MC-3 30-32.5cm,5.881101066514144,0.10471228687792405,3.1794865694410346,5.328318621396015,-23.77958644685831,0.10895559467213134,0.6600464455626249,6.0579399116569785,1.380415278679751,9.755057792453448,both
66,WS23-139-17MC-3 47.5-48.75cm,5.492350123365259,0.15324416499657134,4.894187664958307,5.046373845903265,-26.160676499968964,0.16025719426635746,1.4495679800631904,9.045259944173976,1.9099317435156102,20.152736522160772,both
67,WS23-139-05MC-3 45-47.5cm,4.726211525591351,0.07792123599690656,2.3039323911033955,,,,,,,,left_only
68,WS23-139-05MC-3 52.5-55cm,4.707763230341742,0.08369321456337035,2.583378346747288,4.560724982902454,-26.34658699815895,0.0816895600208887,0.551431678263434,6.750332332827209,1.1081442456795074,8.726027514901384,both
69,WS23-139-05MC-3 30-32.5cm,4.56311771690456,0.0782109580083326,2.445920709619618,,,,,,,,left_only
70,WS23-139-18MC-3 7.5-10cm,5.324328415430691,0.11206941674681994,3.5600638060793877,5.093782930677754,-23.365668402552394,0.11726587944858144,0.7896888469199898,6.734174089115592,1.4373231134125914,11.291038200924284,both
71,WS23-139-16MC-3 32.5-35cm,5.868285390938831,0.10416251335214101,3.0386309212719507,5.185211048117444,-23.632749801435686,0.1051798051137996,0.6630495651432666,6.303962670646501,1.4005205313332845,10.299075468565894,both
72,WS23-139-16MC-3 35-36cm,6.117619240194017,0.10711846296960557,3.150628482218799,5.048849321770322,-23.71581009039758,0.10801997043200418,0.6478545036913119,5.997543797691741,1.4421938236478502,10.09002372318567,both
73,WS23-139-05MC-3 25-27.5cm,4.426296647470638,0.07280804192589924,2.108315098423845,4.4391583396672925,-26.367008458777512,0.06936586629143279,0.5006441284992047,7.217442169550732,0.8888337128221282,7.483399995685032,both
74,WS23-139-08MC-3 25-27.5cm,4.70557107663175,0.08129307804728654,2.551767090139557,,,,,,,,left_only
75,WS23-139-05MC-3 40-42.5cm,4.4807352267757175,0.06524233096005382,2.073225249351603,,,,,,,,left_only
76,WS23-139-18MC-3 5-7.5cm,5.496861975154438,0.12240196870589512,3.698706170709543,5.027831991296006,-22.820997763489974,0.12797166405014151,0.8455766082037705,6.607529990955333,1.4837770955249812,11.436758054672813,both
77,WS23-139-09MC-3 2.5-5cm,4.914001481793735,0.10569225250737864,3.232477969618958,,,,,,,,left_only
78,WS23-139-18MC-3 15-17.5cm,5.160350499499469,0.11662317087962411,3.4918692163158256,4.944477719098482,-23.299617025692005,0.12288428667644936,0.7896313365780582,6.4258121028698625,1.6167923314111288,12.119295942667234,both
79,WS23-139-18MC-3 12.5-15cm,5.226387345397437,0.10940773809842642,3.248574230661271,5.212483336673294,-23.271687991636433,0.1110444618204147,0.7231628446346674,6.512372006486857,1.447461785699082,10.996169749140963,both
80,WS23-139-05MC-3 35-37.5cm,4.659493206710103,0.07693763856994758,2.283361937258994,,,,,,,,left_only
81,WS23-139-05MC-3 47.5-50cm,4.706669188638347,0.08748157459496406,2.6158302090879615,,,,,,,,left_only
82,WS23-139-05MC-3 32.5-35cm,4.710632702530119,0.08755448546216353,2.5458919548591132,,,,,,,,left_only
83,WS23-139-08MC-3 40-40.5cm,4.612543848506127,0.0635306534295873,2.0862632207958764,,,,,,,,left_only
84,WS23-139-09MC-3 0-1cm,5.045637858308207,0.1091617831464548,3.1587570940451664,,,,,,,,left_only
85,WS23-139-18MC-3 10-12.5cm,4.9986288088481805,0.08702365830083965,2.6481032124777983,4.783918564064122,-23.086884868886333,0.09431086637355675,0.5824788709456872,6.176158626711596,1.1732648751068668,8.452976054714721,both
86,WS23-139-17MC-3 45-47.5cm,5.200450997590842,0.16281675359332737,4.77828239881745,4.908497907609944,-26.87100670849821,0.17184842262636366,1.9565644697092333,11.38540837213988,2.2657987599958527,30.092971594062412,both
87,WS23-139-09MC-3 10-12.5cm,5.470329485195982,0.11159561753155493,3.438992998791829,,,,,,,,left_only
88,WS23-139-08MC-3 27.5-30cm,4.395481070760938,0.07483857746642662,2.18992314190837,,,,,,,,left_only
89,WS23-139-16MC-3 27.5-30cm,5.653448157355695,0.10171482437639279,3.1757386494448063,4.966659206916481,-23.43674189343895,0.10776295715222313,0.6543588699448891,6.072205953113916,1.433993440534544,10.15754572221696,both
90,WS23-139-10MC-3 10-12.5cm,,,,4.764885501903941,-25.994418463617393,0.11164384146724662,0.8034894869262179,7.196899321687535,1.40499112698717,11.795439753535511,right_only
91,WS23-139-10MC-3 2.5-5.0cm,,,,4.799506568985518,-25.83596949425241,0.11510224023494725,0.827704702066262,7.19103903083682,1.5411047982349326,12.927630975319685,right_only
92,WS23-139-10MC-3 5-7.5cm,,,,4.626471935918485,-25.816861501104373,0.1122893549200936,0.7434955661164137,6.621247104371503,1.3477127073385968,10.409556989381763,right_only
93,WS23-139-11MC-3 2.5-5cm,,,,5.230364796546441,-23.24044918367546,0.132283305848401,0.8191480965236588,6.1923769690365695,1.5135627357243884,10.933342204225022,right_only
